-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
0,0
3196,0
6269,0
9102,0
11585,0
13622,0
15136,0
16069,0
16384,0
16069,0
15136,0
13622,0
11585,0
9102,0
6269,0
3196,0
0,0
-3196,0
-6269,0
-9102,0
-11585,0
-13622,0
-15136,0
-16069,0
-16384,0
-16069,0
-15136,0
-13622,0
-11585,0
-9102,0
-6269,0
-3196,0
